business_name,text_original,rating,rating_category,rating_group,review_word_count,final_cluster,theme,theme_confidence,restaurant_type
Bogazkoy Restaurant,Souffle heaven has a wonderful variety of flavors; I highly recommend it.,5,indoor_atmosphere,POSITIVE (4-5),12,0,Food Taste & Satisfaction,Medium,Restaurant
Bogazkoy Restaurant,The waiters were understanding; but the food came cold and late.,3,indoor_atmosphere,MIXED (3),11,5,Waiting Time & Service Friction,High,Restaurant
Bogazkoy Restaurant,I tried Antep taco; I liked.,4,menu,POSITIVE (4-5),6,0,Food Taste & Satisfaction,Medium,Restaurant
Bogazkoy Restaurant,The prices are the same as the market; but the staff and service quality are better than others; their special tastes are definitely recommended.,5,taste,POSITIVE (4-5),24,3,Price & Value,High,Restaurant
Bogazkoy Restaurant,Not very special Gaziantep dishes; but you can find a comfortable and serene atmosphere in Antep. One of the places that can be stylish for the evening.,3,indoor_atmosphere,MIXED (3),27,1,Regional / Specialty Food Experience,Medium,Restaurant
Bogazkoy Restaurant,Taco; on the other hand; was no different than a vegetable wrap wrapped in lavash. It was a decent experience.,1,menu,NEGATIVE (1-2),20,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Nesh,The staff is very fast; the waffles are great; I definitely recommend it.,5,menu,POSITIVE (4-5),13,5,Waiting Time & Service Friction,High,Other / Unknown
Nesh,The waffle was very successful; especially the dough was very delicious. The ice cream they use with such a nice waffle is of very poor quality. The only negative thing is that the employees are constantly checking to see if the food is finished.,4,taste,POSITIVE (4-5),44,5,Waiting Time & Service Friction,High,Other / Unknown
Nesh,Although they are actually a place that makes waffles; their burgers are delicious and they have a lot of options.,4,indoor_atmosphere,POSITIVE (4-5),20,8,Burger Experience,High,Other / Unknown
Nesh,It had very good service. It was also nice to have a lot of choices in waffles.,5,outdoor_atmosphere,POSITIVE (4-5),17,5,Waiting Time & Service Friction,High,Other / Unknown
Nesh,You can add the product you want to the waffle or hamburger with your own choice. You're kind of the chief.,3,taste,MIXED (3),21,8,Burger Experience,High,Other / Unknown
Nesh,Waffles were delicious and their tea was fresh. It wasn't insane for the price. I'm thinking of coming again.,5,indoor_atmosphere,POSITIVE (4-5),19,5,Waiting Time & Service Friction,High,Other / Unknown
Nesh,Everything was very good; the waffles were very tasty; the employees were very concerned and smiling. It is recommended.,5,menu,POSITIVE (4-5),19,5,Waiting Time & Service Friction,High,Other / Unknown
Nesh,It's a great place with everything; it's a very good place whether it's about food or interest; it's a very nice place for waffles.,4,outdoor_atmosphere,POSITIVE (4-5),24,9,Positive Overall Experience,Medium,Other / Unknown
Nesh,I can say that it is the only cafe in Samsun where you can eat waffle dessert properly. You can go without thinking.,5,indoor_atmosphere,POSITIVE (4-5),23,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Nesh,"Good waffles, we liked it.",5,taste,POSITIVE (4-5),5,5,Waiting Time & Service Friction,High,Other / Unknown
Nesh,I ate better waffle's in past.,2,outdoor_atmosphere,NEGATIVE (1-2),6,5,Waiting Time & Service Friction,High,Other / Unknown
Flash,It was the most delicious adana kebab I ate in Alanya. The prices were also normal. The only thing missing was the salad.,4,taste,POSITIVE (4-5),23,3,Price & Value,High,Other / Unknown
Flash,Renovated is pretty good. There is nothing to say about the food and the soups. Especially the lahmacun was perfect.,5,indoor_atmosphere,POSITIVE (4-5),20,9,Positive Overall Experience,Medium,Other / Unknown
Flash,don't accidentally break a glass or plate; they add 20 lira to your account unannounced.,1,menu,NEGATIVE (1-2),15,6,Staff & Service Quality,High,Other / Unknown
Flash,Location of the restourant was good; easy to access.,4,outdoor_atmosphere,POSITIVE (4-5),9,6,Staff & Service Quality,High,Other / Unknown
Flash,Everything is very good; thank you for your efforts; the meats and dishes in the newly added a la carte menus are legendary; I definitely recommend it.,5,outdoor_atmosphere,POSITIVE (4-5),27,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Flash,smiling employees..,5,indoor_atmosphere,POSITIVE (4-5),2,6,Staff & Service Quality,High,Other / Unknown
Flash,Good place to eat. However; the staff work poorly: They can easily forget to bring some dishes or add seasonings; even though they previously admitted to the contrary.,3,taste,MIXED (3),28,9,Positive Overall Experience,Medium,Other / Unknown
Flash,Not the best; but not bad.,3,outdoor_atmosphere,MIXED (3),6,10,Short Positive Praise / Recommendation,High,Other / Unknown
Flash,Quite unpolite service; but the meal was good. The salad with the vinegar was extremely good.,3,indoor_atmosphere,MIXED (3),16,5,Waiting Time & Service Friction,High,Other / Unknown
Flash,Everything was great; definitely coming back when I'm in Alanya again.,5,taste,POSITIVE (4-5),11,10,Short Positive Praise / Recommendation,High,Other / Unknown
Flash,We came here with my family. Staff was very friendly; responsive and professional. Our order was delivered very quickly. The restaurant serve Turkish cuisine. One of the best in Alanya. Recommended.,5,indoor_atmosphere,POSITIVE (4-5),31,9,Positive Overall Experience,Medium,Other / Unknown
Metanet Lokantasi,I drank Beyran soup; the taste of the soup was not bad. The lahmacun was good.,4,menu,POSITIVE (4-5),16,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Metanet Lokantasi,Beyran is really delicious; the service is fast. Friendly and warm waiters.,4,indoor_atmosphere,POSITIVE (4-5),12,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Metanet Lokantasi,We came to drink beyran soup for breakfast. We really liked the taste. The accompanying breads were delicious.,5,taste,POSITIVE (4-5),18,2,Overall Dining Experience & Menu Variety,Medium,Local Restaurant
Metanet Lokantasi,I had eaten Beyran in a few places; but I didn't like it very much. I drank here and liked it. I can drink it every day.,4,outdoor_atmosphere,POSITIVE (4-5),27,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Metanet Lokantasi,We went for Beyran but it didn't in menu today. We had to order lahmacun and kebab. The lahmacun is awful; the adana kebab and lamb shish kebab are delicious.,3,indoor_atmosphere,MIXED (3),30,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Metanet Lokantasi,I ate katmer here for the first time and I couldn't forget its taste and smell. It may be the most beautiful dessert in the world!!,5,taste,POSITIVE (4-5),26,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Metanet Lokantasi,We ate Beyran. We preferred less spicy; the price is 60 TL. The place is clean; the service is fast.,5,outdoor_atmosphere,POSITIVE (4-5),20,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Metanet Lokantasi,Lahmacun was terrible.,1,indoor_atmosphere,NEGATIVE (1-2),3,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Metanet Lokantasi,We tried Lahmacun and Beyran. They were beautiful; thank you.,4,taste,POSITIVE (4-5),10,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Metanet Lokantasi,I'm ending my vacation by leaving my favorite food here..,5,outdoor_atmosphere,POSITIVE (4-5),10,5,Waiting Time & Service Friction,High,Local Restaurant
Metanet Lokantasi,We had the opportunity to taste beyran for the first time in our lives and we had heard of the reputation of Metanet's beyran. At first; we had a bit of a prejudice; to be honest; about the intense aroma of meat or fat; but it's not like that at all. Beyrani is so delicious and balanced that we can eat it at any time of the day; morning; noon and evening.,5,outdoor_atmosphere,POSITIVE (4-5),72,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Midpoint,A very nice place; five stars as the location. If it is the flavor you are looking for; you may not find the exact flavor that you want.,3,indoor_atmosphere,MIXED (3),28,9,Positive Overall Experience,Medium,Other / Unknown
Midpoint,Everything is fine; but I have to deduct 1 point because of the prices. There is no problem in taste; presentation and cleanliness.,4,taste,POSITIVE (4-5),23,3,Price & Value,High,Other / Unknown
Midpoint,They used to taste better; the chef must have changed.,3,outdoor_atmosphere,MIXED (3),10,0,Food Taste & Satisfaction,Medium,Other / Unknown
Midpoint,Great services.,5,menu,POSITIVE (4-5),2,6,Staff & Service Quality,High,Other / Unknown
Midpoint,In terms of price performance; I think it is quite reasonable. Employees were also very kind; thank you. I was very satisfied with the spicy-sweet sauce chicken I ate. Only the fries on the side were too simple in my opinion.,4,indoor_atmosphere,POSITIVE (4-5),41,3,Price & Value,High,Other / Unknown
Midpoint,Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,2,taste,NEGATIVE (1-2),17,5,Waiting Time & Service Friction,High,Other / Unknown
Midpoint,Compared to other places; it was more airy and calm by the sea. Thanks.,3,outdoor_atmosphere,MIXED (3),14,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Midpoint,Great ambiance; delicious dishes..,5,indoor_atmosphere,POSITIVE (4-5),4,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Midpoint,Due to the crowd; my order came late; there is no problem other than that.,4,menu,POSITIVE (4-5),15,6,Staff & Service Quality,High,Other / Unknown
Midpoint,The food is delicious; the view is beautiful.,5,outdoor_atmosphere,POSITIVE (4-5),8,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Midpoint,I went on the recommendation of my friend. Everything at breakfast was delicious. Only the butter had a peculiar smell.,5,taste,POSITIVE (4-5),20,0,Food Taste & Satisfaction,Medium,Other / Unknown
Pecko Firin Atakum,The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,5,taste,POSITIVE (4-5),29,3,Price & Value,High,Bakery / Dessert
Pecko Firin Atakum,When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,2,indoor_atmosphere,NEGATIVE (1-2),19,5,Waiting Time & Service Friction,High,Bakery / Dessert
Pecko Firin Atakum,I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,4,taste,POSITIVE (4-5),27,3,Price & Value,High,Bakery / Dessert
Pecko Firin Atakum,The worst service I have seen; no one knows what they are doing ,1,indoor_atmosphere,NEGATIVE (1-2),13,6,Staff & Service Quality,High,Bakery / Dessert
Pecko Firin Atakum,If you want a delicious and local breakfast on the beach; you should definitely try it.Kuymak is even closed to discussion.,5,taste,POSITIVE (4-5),21,1,Regional / Specialty Food Experience,Medium,Bakery / Dessert
Pecko Firin Atakum,there are 10 waiters standing; the tables are empty; but the service is very slow. What we ate was delicious.,3,outdoor_atmosphere,MIXED (3),20,5,Waiting Time & Service Friction,High,Bakery / Dessert
Pecko Firin Atakum,My first stop for breakfast in Atakum is a place with quality service and friendly face.,5,taste,POSITIVE (4-5),16,1,Regional / Specialty Food Experience,Medium,Bakery / Dessert
Pecko Firin Atakum,It's nice to have a children's playground. There are a lot of staff working. Good as place and location.,4,outdoor_atmosphere,POSITIVE (4-5),19,9,Positive Overall Experience,Medium,Bakery / Dessert
Pecko Firin Atakum,The tastes; the approach of the stuff to you and the quality of service are very good; of course; especially if you can find a place on the weekend.,3,indoor_atmosphere,MIXED (3),29,9,Positive Overall Experience,Medium,Bakery / Dessert
Pecko Firin Atakum,Teas we could only drink 1 tea for a cold breakfast; the staff is being artistic to the customer; fighting and walking on top of him; there is an uncomfortable environment.,1,taste,NEGATIVE (1-2),31,5,Waiting Time & Service Friction,High,Bakery / Dessert
Pecko Firin Atakum,This place is beautifully decorated; has excellent staff; successful flavors; plenty of variety.,5,indoor_atmosphere,POSITIVE (4-5),13,9,Positive Overall Experience,Medium,Bakery / Dessert
Bilice,The service is absolutely amazing; the working friends are very kind; there is no need to explain the taste; it is a restaurant that should definitely be visited.,4,outdoor_atmosphere,POSITIVE (4-5),28,9,Positive Overall Experience,Medium,Other / Unknown
Bilice,Portions were very filling and good. We had a nice Sunday breakfast.,5,taste,POSITIVE (4-5),12,5,Waiting Time & Service Friction,High,Other / Unknown
Bilice,The view is nice; the indoor seating area is quite large.,4,indoor_atmosphere,POSITIVE (4-5),11,9,Positive Overall Experience,Medium,Other / Unknown
Bilice,It is a place to eat good pastries in Sariyer. I recommend you to try the mince raisin. Tea 5 TL 1 portion of Meat Pie with Raisins 30 TL,5,menu,POSITIVE (4-5),30,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Bilice,Pastries varieties and pogaca are delicious. There are also breakfast options available. The staff is caring and helpful. Service is fast. I think the prices are reasonable.,4,outdoor_atmosphere,POSITIVE (4-5),27,3,Price & Value,High,Other / Unknown
Bilice,Good with potatoes; good with cheese; medium with spinach; medium with minced meat. Plain pastry was good; pastry was good. I did not like the tea.,4,outdoor_atmosphere,POSITIVE (4-5),26,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
